APP ID,additional_information minus PII,edited version,making.ends.meet,employment,looking for work,illness.or.disability,stigma,homeless,county_name,
399392,"I'm currently enrolled at UC Berkeley but my finances are very tight. I receive some money in grants and scholarships but I take out $5000 in loans every year and I have to work part-time 10-15 hours/week. I've been doing this since my first year in college and I am now entering my final year. I come from a single parent, low-income household so I cannot ask my dad for financial help. He only makes 25 through $30,000 a year and he pays for health insurance, the mortgage on a house, utilities, and car expenses so I never wish to put a larger burden on him. I received EBT last year when I applied through ""mybenefitscalwin"" and it was extremely helpful. I was able to buy a ton of healthy groceries. I applied for a renewal but they never got back to me about 2 months ago. This might have been because I wasn't in Alameda County at the time. I applied again through the same website but decided to also apply through this website.","I'm currently enrolled at UC Berkeley and my finances are very tight. I receive some money in grants and scholarships but I take out $5,000 in loans every year and I have to work part-time 10-15 hours/week. I've been doing this since my first year in college and I am now entering my final year. I come from a single parent, low-income household so I cannot ask my dad for financial help. My dad only makes $25-30K a year and he pays for health insurance, the mortgage on a house, utilities, and car expenses so I never wish to put a larger burden on him. I received EBT last year and it was extremely helpful. I was able to buy healthy groceries. ",1,NA,,NA,,NA,Alameda,
399468,"I just moved to CA for school, I am getting my teaching credential. I made and saved money over the summer, but it will be difficult for me to work as I have to do 15-20 hours of unpaid student teaching a week in addition to my classes. While my rent and utilities are part of my school expenses that are being mostly covered by student loans, I still have to pay loan payments, insurance, gas, groceries, etc. in addition to the fees associated with tests I have to take to get my credential. I have no family support in CA.","I just moved to CA for school, I am getting my teaching credential. I made and saved money over the summer, but it will be difficult for me to work as I have to do 15-20 hours of unpaid student teaching a week in addition to my classes. While my rent and utilities are part of my school expenses that are being mostly covered by student loans, I still have to make loan payments, pay for insurance, gas, groceries, etc. in addition to the fees for tests to get my credential. I have no family support in CA.",1,NA,,NA,,NA,Alameda,
406380,"My name is NAME and I am currently a graduate student soon to be moving to San Diego. Since I am moving I was forced to quit my job. Unfortunately, my mother has lost her job a few years back and is unable to support me financially. My father, who now lives in Texas, is also unable to support me. The financial aid I have recieved from school only covers money for tuition, books, rent, and utilities I currently dont have the income to purchase food, femine products, and other necessary items. Recieving an EBT card would lift a large weight off my shoulders, I could focus more on my education rather than how I'm going to make ends meet each month.","I am currently a graduate student and will soon be moving to San Diego. Since I am moving I was forced to quit my job. Unfortunately, my mother lost her job a few years back and is unable to support me financially. My father, who now lives in Texas, is also unable to support me. The financial aid I have recieved from school only covers money for tuition, books, rent, and utilities. I currently don't have the income to purchase food, toiletries, and other necessary items. Recieving an EBT card would lift a large weight off my shoulders, I could focus more on my education rather than how I'm going to make ends meet each month.",1,NA,,NA,,NA,San Diego,
406509,"I was a full time economist with the federal government until over a month ago. I am disabled with anxiety and bi-polar. Im applying for disability. I was supporting my fiance, and their son (part time custody). I normally pay my fiance's child support and have $150 federal tax payment and $80 state tacpayment a month. Due to those obligations i expect us to habe trouble with foid expenses for the next few months.",I was a full time federal government employee until over a month ago. I am disabled with anxiety and bi-polar. I'm applying for disability. I expect us to have trouble with food expenses for the next few months.,1,NA,,NA,,NA,Humboldt,
409846,"I am applying for CalFresh because I am struggling to pay for food. I am currently going to college as a full time student, and I do not have full financial aid coverage. I rely on some money from my parents, but it is usually barely enough to pay for my tuition and rent. My parents income is less than middle class, and on top of that, they live in San Francisco, and almost everythign there is quite expensive, so they are also struggling to pay for their own necessities since rent. My mom was forced to quit her job just early this year because her lease for her store got terminated. I feel very bad having to ask them for money for food. I also had some personal and family struggles resulting in this, but I am determined to finish college within four years. I really believe that Calfresh would help me tremendously because I wouldn't have to worry about my next meal, and more importantly, I won't have to ask my parents for money, espescially since they can't afford to do so.","I am applying for CalFresh because I am struggling to pay for food. I am currently going to college as a full time student, and I do not have full financial aid coverage. I rely on some money from my parents, but it is usually barely enough to pay for my tuition and rent. My parents income is less than middle class, and on top of that, they live in San Francisco, and almost everythign there is quite expensive, so they are also struggling to pay for their own necessities after rent. My mom was forced to quit her job just early this year because her lease for her store got terminated. I feel very bad having to ask them for money for food. I also had some personal and family struggles resulting in this, but I am determined to finish college within four years. ",1,NA,,NA,,NA,Yolo,
410075,"I am an incoming sophomore student going into UCSB, from Tampa Florida. My family's household earnings are dominated by my mother, who lives barely above the poverty line. We live in this house which is owned (mortgaged from bank) to my brother, who is in the military(stationed in virginia) and has helped my mom pay for the expenses of me, herself, as well as my 70 year old grandmother. Going into UCSB as an out of state student places a heavy burden of taking out around sixty-thousand dollars worth of loans in the first year (due to non-residency, and in-dorm housing rent). I support myself as an independent paying for a personal car insurance, as well as health care - in order to become a resident of california, under UCSB's eyes. After the first year I will no longer be within the college and will have to rely solely on Cal-fresh and a work/school based income in order to provide for myself.","I am an incoming sophomore student going into UCSB from Florida. My family's household earnings are dominated by my mother, who lives barely above the poverty line. We live in this house which is owned (mortgaged from bank) by my brother, who is in the military and has helped my mom pay for the expenses of me, herself, as well as our 70 year old grandmother. Going into UCSB as an out of state student places a heavy burden of taking out around sixty-thousand dollars worth of loans in the first year (due to non-residency, and in-dorm housing rent). I support myself as an independent paying for a personal car insurance, as well as healthcare - in order to become a resident of California. ",1,NA,,NA,,NA,Santa Barbara,
413762,we relocated to san diego to be close to family because of our health problems we have been unable to secure any permanent housing yet and have been going broke paying for nightly budget motels which double their rates every weekend we have been living in motels since july 28 and most likely be living in our car starting tommorow until wifes next social security check comes in next week and then back to a motel until we can secure housing i am disabled with copd and require medical oxygen and a sleep apnea machine wife has renal failure and confined to a wheelchair,"We relocated to San Diego to be close to family because of our health problems, but we have been unable to secure any permanent housing yet and have been going broke paying for nightly budget motels which double their rates every weekend. We will most likely be living in our car starting tommorow until my wife's next social security check comes in next week and then back to a motel until we can secure housing i am disabled with copd and require medical oxygen and a sleep apnea machine wife has renal failure and confined to a wheelchair. ",1,NA,,NA,,1,San Diego,
413790,"I applied before but I couldn't get all of my documents on time. I'm struggling really bad, to the point of being in debt, I know that other bills don't count in this process but I have lived here on my own for almost 4 years paying 1800 for just bills alone every month, trying to pay off debt, school bills, etc. I never have enough to eat. Actually this week I have been feeling sick, because of not eating the right nutrition. Ramen noodles, eggs, cereal everyday just to save up money for bills. and I've been going to the hospital to see what is wrong with me. I believe I just need to eat properly. I'm almost 22 now, and I have another year of school. I honestly don't know how I will make it if I have no family here. Thank you for reading.","I'm struggling really bad, to the point of being in debt. I know that other bills don't count in this process but I have lived here on my own for almost 4 years paying 1800 for just bills alone every month, trying to pay off debt, school, etc. I never have enough to eat. Ramen noodles, eggs, cereal everyday just to save up money for bills. I've been going to the hospital to see what is wrong with me, but I believe I just need to eat properly. I'm almost 22 now, and I have another year of school. I honestly don't know how I will make it if I have no family here. ",1,NA,,NA,,NA,Alameda,
414017,"I am not positive i filled this out correctly,originally I couch surfed and at one point lived in my car,I am a high school student working full time just to get by and im trying to save but i never have any money left over.i make about 900 a month but 500 goes to rent,120 goes to phone bills snf the other is gas and groceries and i am barerly getting by.Most the time i under pay the rent up to 200.I was luvky enough to be taken in by my girlfriend and her parents but they expect me to still contribute to houdehold","Originally I couch surfed and at one point lived in my car. I am a high school student working full time just to get by. I make about $900 a month, but $500 goes to rent, $120 goes to phone bills and the other is gas and groceries. Most the time I under pay the rent by up to $200. I was lucky enough to be taken in by my girlfriend and her parents but they expect me to still contribute to household.",1,NA,,NA,,1,Sacramento,
414413,"I have just recently moved to Santa Cruz. I am a fourth year student and I have come here because in two weeks I have job training for a job that I have On-campus as a Lead Peer mentor. But for now I have no source of income for groceries. I also am not recieving any finanicial support from my mother because she has to support my three brothers back home. And my father has recently gotten released from the Tulare County Jail and I have had very little contact with him in the passed 7months. This is the first time that I will live off campus and also not have a meal plan so I am trying to use all of the resources that are avaliable to me. I have applied for cal fresh before but I only needed it for the summer of 2017 that is why I never resubmitted my information in 2018 because I had a a meal plan. But now I am hoping to be accepted to this program once more, I am also an EOP student and recieve work study from my college.",I have just recently moved to Santa Cruz. I am a fourth year student and I have come here because in two weeks I have training for an on-campus job. But for now I have no source of income for groceries. I also am not recieving any finanicial support from my mother because she has to support my three brothers back home. And my father has recently gotten released from jail and we've had very little contact in the past seven months. This is the first time that I will live off campus and not have a meal plan. ,1,NA,,NA,,NA,Santa Cruz,
414881,"I just moved out of my single-motherÃ¢â‚¬â„¢s house. I still help her with bills and also try to pay my own rent and utilities with the little money I could provide. I can only afford to work part-time because I am also in school and in the ROTC program. I would be very grateful to have some help with being able to buy nutritious food instead of settling for quick, unhealthy food such as ramen and hot dogs.","I just moved out of my single-mother's house. I still help her with bills and also try to pay my own rent and utilities with the little money I could provide. I can only afford to work part-time because I am also in school and in the ROTC program. I would be very grateful to have some help with being able to buy nutritious food instead of settling for quick, unhealthy food such as ramen and hot dogs.",1,NA,,NA,,NA,Contra Costa,
415002,"I am currently applying for grad school, which is extremely expensive. We are still living in Berkeley even though we both graduated. The rent is extremely high here and we receive absolutely no financial assistance from our parents. Since we graduated from UC Berkeley this past summer, we are also no longer receiving financial aid, which has significantly impacted our ability to support ourselves. We both now work in San Francisco and transportation to and from the city every day is quite costly. We are struggling to find the extra funds to feed ourselves after paying for rent, utilities, public transit, loans, grad school applications, and everything in between.","I am currently applying for grad school, which is extremely expensive. We are still living in Berkeley even though we both graduated. The rent is extremely high here and we receive absolutely no financial assistance from our parents. Since we graduated from UC Berkeley this past summer, we are also no longer receiving financial aid, which has significantly impacted our ability to support ourselves. We both now work in San Francisco and transportation to and from the city every day is quite costly. We are struggling to find the extra funds to feed ourselves after paying for rent, utilities, public transit, loans, grad school applications, and everything in between.",1,NA,,NA,,NA,Alameda,
416176,"I am a senior in college and live on my own. As rewarding as that feels, at the end of the day, I do struggle a lot with paying bills and still having moneg left over to buy food. I support myself, so with the little money I have left over I am normally only able to afford unhealthy meals. If I were to have the oppurtunity to receive some type of financial assistance, I feel that I would be able to be a heathier person and feel beter throughout the day while studying. My school referred me to CalFresh and I hope to hear from someone soon.","My school referred me to CalFresh. I am a senior in college and live on my own. As rewarding as that feels, at the end of the day, I do struggle a lot with paying bills and still having money left over to buy food. No one else supports me, so with the little money I have left over I am normally only able to afford unhealthy meals. If I were to have the oppurtunity to receive some type of financial assistance, I feel that I would be able to be a heathier person and feel beter throughout the day while studying. ",1,NA,,NA,,NA,San Diego,
416730,"I spend about 200 on groceries and another 200 on car insurance. My commute to work is 40 miles every day, and it takes about 50 to fill my tank every week ($100 every pay period). I work & I work hard, but I can't do this on my own. I'm tired of just surviving, I'm ready to start thriving. I'm making progress to where I want to be in life, but right now I need some help. Sometimes my roommates eat my food while I'm away at work, so what was supposed to last me a couple of days only lasted a night. I can't afford to keep buying groceries, so I'm just about living off of multi-vitamins & protein shakes. Even if you can't help me, thank you for taking the time to look at my case, & have I hope you're having a great day when you read this. :)","I spend about $200 on groceries and another $200 on car insurance. My commute to work is 40 miles every day, and it takes about $50 to fill my tank every week ($100 every pay period). I work & I work hard, but I can't do this on my own. I'm tired of just surviving, I'm ready to start thriving. I'm making progress to where I want to be in life, but right now I need some help. Sometimes my roommates eat my food while I'm away at work, so what was supposed to last me a couple of days only lasted a night. I can't afford to keep buying groceries, so I'm just about living off of multi-vitamins & protein shakes. Even if you can't help me, thank you for taking the time to look at my case, & I hope you're having a great day when you read this. ",1,NA,,NA,,NA,San Diego,transportation
417230,"I am a full time PhD student at UCSF, and I do receive a modest stipend that would be enough to live on if not for insane rent prices in San Francisco and a pile of debt. The past few months, after a string of enexpected expenses have caused my credit debt to build, I have found it hard to make ends meet and I haven't been able to save any money to pay my taxes. This has left me very vulnerable and has caused a great deal of stress. Beyond this, I am not allowed to seek outside employment while I am enrolled at UCSF, and I am expected to spend 40-60 hours a week conducting research in a lab.","I am a full time PhD student at UCSF, and I do receive a modest stipend that would be enough to live on if not for insane rent prices in San Francisco and a pile of debt. The past few months, after a string of unexpected expenses have caused my credit debt to build, I have found it hard to make ends meet and I haven't been able to save any money to pay my taxes. This has left me very vulnerable and has caused a great deal of stress. Beyond this, I am not allowed to seek outside employment while I am enrolled at UCSF, and I am expected to spend 40-60 hours a week conducting research in a lab.",1,NA,,NA,,NA,San Francisco,student
418979,"I work twice a week, which is the most that I can work with my school schedule. Last semester was very hard. I would either have class all day, or have class and get off and work, or on weekends I would work. I did not have a single day off for 4 months straight to skim by. I would have to choose between eating or school supplies. This effecting my mental and physical health. I hope that I can make this year better, and be excited for school, not dread it...","I work twice a week, which is the most that I can work with my school schedule. Last semester was very hard. I would either have class all day, or have class and get off and work, or on weekends I would work. I did not have a single day off for 4 months straight to skim by. I would have to choose between eating or school supplies. This is affecting my mental and physical health. I hope that I can make this year better, and be excited for school, not dread it... ",1,NA,,NA,,NA,Alameda,student
419232,"I am a wine professional; I have worked in tasting rooms, educated myself to become a wine director, For the past few years I have been procurring wine as art for retailers around sonoma County. It is what I have dedicated my life to. However, in the bay area (and LA), Sommeliers have gone out of favor in exchange for regular managers (wine lists are increasingly becoming homogenized by distributor power, rather than creative expression). I tried working as a server for restaurants again, but many have stopped offering tips, and started working everyone 3-4 days a week, in 4 hour shifts (The Naked Pig was my last serving position who actually took money from me when their drawer was short). 
 
  
 
  
 
  
 
  I ended up living out of my car for the last 6 months and have just moved into a room for rent which i found throguh my cirrent employers. I am now working in a Wine cellar, but the ""internship"" only lasts until November. I make 4 paychecks of $1100 which have to last me until March when I travel south for work again, which makes me enough money to move back here in time for another cellar position in August.
 
  
 
  
 
  
 
  If i only had enough to eat, I beleive I can muster the brain power to get out of this viscous cycle of modern slavery. I have been the driving force behind companies being bought for millions trhese last few years and I am serving billionares in the summer at the bohemian grove while sleeping in a corolla. If it werent for my bosses, i would have never found a room for rent that was less than $1000 a month with kithchen access. After rent and other bills, I have $12 left over which i feed to my car in the form of gasoline. I eat nutrigrain bars from the work pantry as my main caloric intake in the mornings. and have been cooking lentils and rice for most of my meals at home. 
 
  
 
  
 
  
 
  Sometimes when I'm bored, I'll do the math to figure out how I can spend $3 on food that day instead of the usual $2 budget I give myself. I'm 6'5'' and am dropping weight and starting to lose my cognitive functions. Please let me partake in this help temporarily. All I know right now is that I need to eat, then I can figure out the rest. My parents are in no position to help financially as one is on disability in modesto worst off than me, and the other just texted me that he's been worrking 30 days straight in the sun doing construction. He's 60. I am 28, hoping to have enough to eat by my birthday coming up on the 12th of September.
 
  
 
  
 
  
 
  Whoever reads this, thank you.","I ended up living out of my car for the last six months and have just moved into a room for rent which i found throguh my current employers. I am now working in a wine cellar, but the ""internship"" only lasts until November. I make 4 paychecks of $1100 which have to last me until March when I travel south for work again, which makes me enough money to move back here in time for another cellar position in August.
 
I eat nutrigrain bars from the work pantry as my main caloric intake in the mornings. I have been cooking lentils and rice for most of my meals at home. 
Sometimes when I'm bored, I'll do the math to figure out how I can spend $3 on food that day instead of the usual $2 budget I give myself. I'm 6'5'' and am dropping weight and starting to lose my cognitive functions. Please let me partake in this help temporarily. All I know right now is that I need to eat, then I can figure out the rest. My parents are in no position to help financially as one is on disability in Modesto worst off than me, and the other just texted me that he's been worrking 30 days straight in the sun doing construction. He's 60. I am 28, hoping to have enough to eat by my birthday coming up on the 8th of September.
 
Whoever reads this, thank you.",1,NA,,NA,,NA,Sonoma,
419555,"I am a sophmore in college paying for my own rent, tuition, food, books, and all other expenses. I receive no financial assisance from either of my parents because they are not capable of doing so while also maintaining financially stablility themselves. I have to budget my spending on food especially. I have often skipped meals in fear that if I spend too much money on food I may not have enough funds to pay for rent. ","I am a sophmore in college paying for my own rent, tuition, food, books, and all other expenses. I receive no financial assisance from either of my parents because they are not capable of doing so while also maintaining financially stablility themselves. I have to budget my spending on food especially. I have often skipped meals in fear that if I spend too much money on food I may not have enough funds to pay for rent. ",1,NA,,NA,,NA,Orange,
420334,"This is my 2nd year at CSU Chico and during my first year I had no problems with money as my financial aid covered most of it, the rest was barely paid for by my parents. I found out last year after multiple visits to the financial aid office that for the rest of my education that I will not be getting almost any financial aid. It was for the reason that my parents just barely made the line of which to receive financial aid and so I ended up getting 745$ (in grants) this year instead of the 12,000$ (in grants) (estimation) from last year. My dad works as a construction worker and its only on certain weeks that he gets paid good which ends up making it like we have money but in reality, the pay is inconsistent to what he regular earns and is more of a random chance thing. Anyways seeing this my parents and friends have considered having me drop out but I really did not want to give up on college. I worked over the summer to afford the first couple of months for rent, I used all my Chico State loan offers for the year for tuition and so I have 7 months of rent to pay and any other expenses that would arise. (Food, school supplies, books, etc). Beacuse of this my parents have also taken out loans to pay for the rent (which was a horrible idea as it would just lead to more debt but he insisted as he did not in any way want me to struggle as my parents and I live about 8 hours from each other.) so my rent is covered. But now I do not have any money at all for the other expenses. I plan on getting a job or two and plan to work all year to not only cover these other expenses but to if anything help lower the huge debt I have obtained. So any help that I can get would help my situation.","This is my 2nd year at CSU Chico and during my first year I had no problems with money as my financial aid covered most of it, the rest was barely paid for by my parents. I found out last year after multiple visits to the financial aid office that for the rest of my education that I will not be getting almost any financial aid. It was for the reason that my parents just barely made the line of which to receive financial aid and so I ended up getting $750 (in grants) this year instead of the $12,000 (in grants) from last year. My dad works as a construction worker and it's only on certain weeks that he gets paid good which ends up making it like we have money but in reality, the pay is inconsistent. Anyways seeing this my parents and friends have told me to drop out but I really did not want to give up on college. I am looking for a job to help cover my expenses. ",1,NA,,NA,,NA,Butte,student
421518,"I am taking out a lot of loans (~33,000 for each 4 months of school) for medical school and I'm spending more than half of my loan money each month on rent and utilities. I'm doing a lot of volunteer work as well in order to gain more skills since I cannot be paid yet to do this work. Since I'm in medical school, I am not working more than 20 hours a week for money but am volunteering/shadowing to gain more knowledge and skills in order to be the best doctor I can become. I have no time outside of this to work for money, or else I'd be jeopordizing my education. Because of the high cost of living in the Bay Area, I'm struggling to pay for groceries, basic living expenses, and car insurance so that I can get to and from the clinic I'm volunteering in at Martinez. Although I'm doing ok financially, I do not buy as much food as I need because of the expenses of living and the books/technology/transportation costs required for me to learn medicine.","I'm in medical school and am taking out ~$33,000 in loans every four months. I'm spending more than half of my loan money on rent and utilities. Since I'm in medical school, I have to do volunteer work to gain more knowledge and skills in order to be the best doctor I can become. I have no time outside of this to work for money, or else I'd be jeopordizing my education. Because of the high cost of living in the Bay Area, I'm struggling to pay for groceries, basic living expenses, and car insurance so that I can get to and from the clinic I'm volunteering in at Martinez. I do not buy as much food as I need because of the expenses of living and the books/technology/transportation costs required for me to learn medicine.",1,NA,,NA,,NA,Alameda,student
421534,"My mother has currently been diagnosed with Transverse Myelitis which has left her paralyzed from 80% of her body making her unable to work. My father is 69 years of age and permanently disabled due to osteoporosis. I am currently a full-time student at the California State University of Bakersfield and work a part-time job. There is not enough income in my home for us to get the proper nutrition we all need. My father already receives food stamps but because I am anemic, I require a special diet and often times find myself needing to buy my food separately. My mother is also diabetic, so she too requires a special diet.","My mother has been diagnosed with Transverse Myelitis which has left her paralyzed from 80% of her body, leaving her unable to work. My father is 69 years old and permanently disabled due to osteoporosis. I am currently a full-time student at the Cal State here and also work a part-time job. There is not enough income in my home for us to get the proper nutrition we all need. My father already receives food stamps but because I am anemic, I require a special diet and often times find myself needing to buy my food separately. My mother is also diabetic, so she too requires a special diet.",1,NA,,NA,,NA,Tulare,student
423176,"As my children are getting older, they are consuming more. Their father who lives in Colorado will not increase his monthly child support payments to help cover costs as our children get older. I am a self employed single mother and in addition have now have taken on the caregiver role for my elderly folks, one with dementia and the other who recently had a brain injury. I am not able to make ends meet. Receiving Calfresh benefits would greatly help my situation. Thanks for considering.","As my children are getting older, they are consuming more. Their father, who lives in Colorado, will not increase his monthly child support payments to help cover costs as our children get older. I am a self-employed single mother and in addition have now have taken on the caregiver role for my elderly folks, one with dementia and the other who recently had a brain injury. I am not able to make ends meet. Receiving CalFresh benefits would greatly help my situation. ",1,NA,,NA,,NA,San Diego,
268911,"Sheltered, with long time friends. Unable to pay any rent, but help with their utilities when able. I pay for my cell phone only. I Have not found work FT, with 4 year College Business Degree,with 35 previous upper management experience, since 2008. All resourses meant for retirement have had to be used, and are depleted. Bankruptcy is scheduled next month, after 35 years of paying my car, and my bills on time up until last summer. The car goes repo tomorrow. I am disabled HIV depending on which social service or doctor says so, and am unable to get SSI, and unable to get a job interview for 
 
  
FT anything, all in my 50's. Well, it was damn good until 2008. Thank you for letting me vent a little. So glad I didn't have a mortgage, or children. I would have been a great Dad.","Sheltered, with long time friends. Unable to pay any rent, but help with their utilities when able. I pay for my cell phone only. I have not found fulltime work, despite a 4 year college business degree and 35 years of experience, since 2008. All resources meant for retirement have had to be used, and are depleted. Until last summer, I had paid all my bills on time for 35 years. Bankruptcy is scheduled next month. The car goes to repo tomorrow. I have HIV and am disabled depending on which social service or doctor you talk to, and am unable to get SSI. I am unable to get a job interview for full-time anything, all in my 50's. Well, it was damn good until 2008. Thank you for letting me vent a little. So glad I didn't have a mortgage, or children. I would have been a great dad.",NA,NA,,NA,,1,Orange,
280737,"I became ill in Dec 2017 and am currently on unpaid company leave. I now only have Social Security retirement benefits. I live with my boyfriend and his mother in Sanger.., where my mailing address is. They are both disabled and he his home care worker shops and provides their food from their disability and retirement income. I purchase my own food due to special diet. I am currently staying with my daughter in San Diego where I am having surgery next week and will be here several weeks to recover. She has a room available temporarily to take care of me as my other daughter moved to her own place. Then I will need to return to my room in Sanger as she needs to move to a smaller place. Please call me if you have any questions. Thanks for your help.",I became ill in Dec 2017 and am currently on unpaid company leave. I now only have Social Security retirement benefits. I live with my boyfriend and his mother. They are both disabled and his home care worker shops and provides their food from their disability and retirement income. I purchase my own food due to a special diet. I am having surgery next week and will be home several weeks to recover. ,NA,NA,,NA,,NA,Fresno,
379914,"hi, 
 
  my boyfriend and i have been helpess for months. we have recently been through some things that has drastically made some fiancial changes. in janurary we were in a car accident that totalled to be $48,000. following after that i got extreamly sick and wasnt able to work so i was forced to quit. i was kicked out of my house at 17 in febuary and moved into my boyfriends house after spending a week in a shelter. he has a fulltime job which barley makes ends meet. we often go to bed so hungry its hard to sleep. i figured id give you some insight on our situation. 
 
    thank you for your time,
 
    NAME","My boyfriend and I have been homeless for months. In Janurary we were in a car accident that totalled $48,000. Following that I got extreamly sick and wasnt able to work so i was forced to quit. I was kicked out of my house at 17 in Febuary and moved into my boyfriend's house after spending a week in a shelter. He has a fulltime job which barely makes ends meet. We often go to bed so hungry it's hard to sleep. ",NA,NA,,NA,,1,El Dorado,
412161,I pay for wifi also and I take care of my Emotional Support Dog Charlotte who helps me in many ways who is about 35 lbs. So any extra funds I have left goes to feeding and keeping her groomed. I can't walk to food pantries and such as they are too far. I get help from friends or neighbors with a hot meal here and there but its only a meal. I am starving almost after the first week after payday and I am becoming more unhealthy. I do not know what else yo do. I am hungry now as I am typing this.,I pay for wifi also and I take care of my emotional support dog Charlotte who is about 35 lbs. So any extra funds I have left goes to feeding and keeping her groomed. I can't walk to food pantries and such as they are too far. I get help from friends or neighbors with a hot meal here and there. I am starving almost after the first week after payday and I am becoming more unhealthy. I do not know what else to do. I am hungry now as I am typing this.,NA,NA,,NA,,1,Sacramento,
418576,"I was scared to include my money in my savings account for fear that I might get rejected, but I did add it anyways. The money in my savings account is strictly for rent only which will only cover for about three months. I do not receive any financial support from my father, and my mother works tirelessly in two jobs, day and night, to feed my younger brother and to help me with college. I help my mom pay the water, light and gas bills for our apartment back in southern California, and I also pay the water, gas, and light bills for my apartment here in Berkeley. Our financial situation is not the best, and a cal-fresh card would be a huge blessing and support.","I do not receive any financial support from my father, and my mother works tirelessly in two jobs to feed my younger brother and to help me with college. I help my mom pay the water, light and gas bills for our apartment back in southern California, and I also pay the water, gas, and light bills for my apartment here in Berkeley. Our financial situation is not the best, and a CalFresh card would be a huge blessing and support.",NA,NA,,NA,,NA,Alameda,
354352,"I have been out of work since Mar. 25th because I took a 6 wk. PAID FAMILY LEAVE to care for my ailing husband. It ended on May 4th. My daughter's was able to arrange their schedules, if needed, in order for me to return to work after that date. 
 
    I asked my employer, 7-11, if I could return & their reply was No - there was no work for me. 
 
    I applied for UnEmployment benefits, which I received and am currently on. I get $238 wkly/ $942 mo. which was not an issue when my husband was alive because he received Soc. Sec. Disability ea. month.
 
    However, he passed away on May 28, of this year. I had difficulty meeting my financial obligations since his Disability Benefits ended when he passed. 
 
    I have had to have help from my 3 dau.'s to pay rent and bills here at my residence, which is a burden on everyone. 
 
    I am vacating my current residence by the end of the month, because I can not pay for rent, utilities,let alone any food on the limited income I thankfully receive from UnEmployment.
 
    I would greatly appreciate any assistance you can give me.
 
    Thank you in advance for your time and attention .
 
    P.S. Is there any way you can expedite this case?","After taking six weeks of paid family leave to care for my ailing husband, my employer said there was no work for me. I applied for unemployment benefits, which I received and am currently on. Once my husband passed away, we stopped receiving his disability benefits and can't pay for rent and utilities. ",NA,1,,2,,1,Solano,
406882,I am on workers comp. We were fine until maybe 3 months ago. I have been out of work half time since April 24 2014. Feb 3 2017 was my last day all together now I am out full time for workers compensation. My case is still open but I have used all the initial payments up now so I have 0 money coming in. I applied for edd and got that but those payments stopped in April. I just used up the last of that money 2 months ago. so the last 2 months have been hard food wise. My husbands mom sends cash from Russia to help with our rent and my brothers are loaning me money to cover my bills until I get my settlement and can pay them back but it leaves us with only about $150 for food every month for 2 ppl. my husband is worried about it affecting his immigration status and so thats one of the main issues we are worried about.,I am on workers comp. The last 2 months have been hard food wise. My husbands mom sends cash from Russia to help with our rent and my brothers are loaning me money to cover my bills until I get my settlement and can pay them back but it leaves us with only about $150 for food every month for 2 people. My husband is worried about it affecting his immigration status and so thats one of the main issues we are worried about.,NA,1,,2,,NA,San Diego,immig
391703,"i recently broke my hand and im going from job to job. im living on the streets in gilroy, san martin, & morgan hill. if i were able to recevive food stamps again id be able to eat a sandwich and drink water atleast right now and id really appreciate that. my stomach is growling as i write this. 
 
  
 
  i don't do drugs or drink alcohol. at age 13 I was diagnosed with pseudohypoparathyroidism type 1b. at a young age i left the house and started living on my own work n feeding myself. now im down n need a little help.","I recently broke my hand and I'm going from job to job. I'm living on the streets in Gilroy, San Martin, & Morgan Hill. I don't do drugs or drink alcohol. At age 13 I was diagnosed with pseudohypoparathyroidism type 1b. At a young age I left the house and started living on my own, working, and feeding myself. Now I'm down and need a little help. My stomach is growling as I write this. ",NA,1,,1,,1,Santa Clara,
393141,"I currently cannot work and have not been able to work for the past 3 months due to medical reasons I cannot stand for long periods of time, I am self employed so if I dont work I do not make an income.
 
  
 
  My partner has been actively looking for work in the past couple of months but, due to my medical condition his schedule is limited. Since he has been primary caregiver.
 
  
 
  IÃ¢â‚¬â„¢m hoping to have a medical procedure in the next couple of months so I can return to work. 
 
  
 
  
 
  
 
  Thank you","I currently cannot work and have not been able to work for the past 3 months. Due to medical reasons I cannot stand for long periods of time. I am self-employed so if I don't work I don't make an income. I'm hoping to have a medical procedure in the next couple of months so I can return to work. My partner has been actively looking for work in the past couple of months but he has been my primary caregiver, which leaves his schedule limited.",NA,1,,1,,NA,San Francisco,
283288,"I currently have a negative balance in my bank account of -136.00, all of my credit cards are maxed out and I do not know how I am going to buy food, pay my utilities or put gas in my car, let alone pay the rest of my bills this month. I need food stamp benefits right away. I am job searching and looking into going back to school at college of the redwoods but I have a child with autism and he goes to a special program through the humboldt of education and can only attend 3 hours a day right now so, I am trying to figure things out. I am a single mom and have both kids full time. Please expedite this case as fast as possible for me so I can go grocery shopping. Thank you.","My bank account balance is -$136.00. All of my credit cards are maxed out and I do not know how I am going to buy food, pay my utilities or put gas in my car, let alone pay the rest of my bills this month. I am job hunting, but I have a child with autism and he goes to a special school program for only 3 hours a day. I am a single mom and have both kids full time. ",1,NA,,1,,NA,Humboldt,
